Temperature - (Celsius), Year, Statistics, Country, ISO3
-25.138, 1949, Apr Average, Greenland, GRL
-14.101, 1949, May Average, Greenland, GRL
-5.0823, 1949, Jun Average, Greenland, GRL
-2.2581, 1949, Jul Average, Greenland, GRL
-5.3648, 1949, Aug Average, Greenland, GRL
-13.308, 1949, Sep Average, Greenland, GRL
-21.05, 1949, Oct Average, Greenland, GRL
-24.617, 1949, Nov Average, Greenland, GRL
-25.879, 1949, Dec Average, Greenland, GRL
-26.581, 1950, Jan Average, Greenland, GRL
-28.999, 1950, Feb Average, Greenland, GRL
-28.015, 1950, Mar Average, Greenland, GRL
-23.589, 1950, Apr Average, Greenland, GRL
-13.19, 1950, May Average, Greenland, GRL
-5.7126, 1950, Jun Average, Greenland, GRL
-2.4708, 1950, Jul Average, Greenland, GRL
-5.7979, 1950, Aug Average, Greenland, GRL
-13.973, 1950, Sep Average, Greenland, GRL
-20.018, 1950, Oct Average, Greenland, GRL
-23.263, 1950, Nov Average, Greenland, GRL
-26.466, 1950, Dec Average, Greenland, GRL
-27.618, 1951, Jan Average, Greenland, GRL
-28.1, 1951, Feb Average, Greenland, GRL
-29.134, 1951, Mar Average, Greenland, GRL
-23.427, 1951, Apr Average, Greenland, GRL
-12.686, 1951, May Average, Greenland, GRL
-5.3642, 1951, Jun Average, Greenland, GRL
-3.8072, 1951, Jul Average, Greenland, GRL
-6.1117, 1951, Aug Average, Greenland, GRL
-12.327, 1951, Sep Average, Greenland, GRL
-20.817, 1951, Oct Average, Greenland, GRL
-25.227, 1951, Nov Average, Greenland, GRL
-29.149, 1951, Dec Average, Greenland, GRL
-26.016, 1952, Jan Average, Greenland, GRL
-27.38, 1952, Feb Average, Greenland, GRL
-29.412, 1952, Mar Average, Greenland, GRL
-22.404, 1952, Apr Average, Greenland, GRL
-11.293, 1952, May Average, Greenland, GRL
-6.0744, 1952, Jun Average, Greenland, GRL
-3.2622, 1952, Jul Average, Greenland, GRL
-6.0942, 1952, Aug Average, Greenland, GRL
-13.172, 1952, Sep Average, Greenland, GRL
-19.051, 1952, Oct Average, Greenland, GRL
-23.147, 1952, Nov Average, Greenland, GRL
-23.772, 1952, Dec Average, Greenland, GRL
-25.088, 1953, Jan Average, Greenland, GRL
-27.715, 1953, Feb Average, Greenland, GRL
-29.983, 1953, Mar Average, Greenland, GRL
-19.721, 1953, Apr Average, Greenland, GRL
-12.522, 1953, May Average, Greenland, GRL
-5.9463, 1953, Jun Average, Greenland, GRL
-3.148, 1953, Jul Average, Greenland, GRL
-5.6813, 1953, Aug Average, Greenland, GRL
-12.65, 1953, Sep Average, Greenland, GRL
-19.908, 1953, Oct Average, Greenland, GRL
-23.629, 1953, Nov Average, Greenland, GRL
-27.179, 1953, Dec Average, Greenland, GRL
-25.087, 1954, Jan Average, Greenland, GRL
-26.376, 1954, Feb Average, Greenland, GRL
-29.79, 1954, Mar Average, Greenland, GRL
-21.66, 1954, Apr Average, Greenland, GRL
-11.895, 1954, May Average, Greenland, GRL
-6.5732, 1954, Jun Average, Greenland, GRL
-3.3445, 1954, Jul Average, Greenland, GRL
-5.6032, 1954, Aug Average, Greenland, GRL
-12.919, 1954, Sep Average, Greenland, GRL
-19.476, 1954, Oct Average, Greenland, GRL
-23.069, 1954, Nov Average, Greenland, GRL
-26.768, 1954, Dec Average, Greenland, GRL
-26.925, 1955, Jan Average, Greenland, GRL
-27.593, 1955, Feb Average, Greenland, GRL
-27.764, 1955, Mar Average, Greenland, GRL
-22.415, 1955, Apr Average, Greenland, GRL
-14.757, 1955, May Average, Greenland, GRL
-6.2062, 1955, Jun Average, Greenland, GRL
-4.73, 1955, Jul Average, Greenland, GRL
-6.4102, 1955, Aug Average, Greenland, GRL
-12.994, 1955, Sep Average, Greenland, GRL
-17.353, 1955, Oct Average, Greenland, GRL
-24.255, 1955, Nov Average, Greenland, GRL
-26.651, 1955, Dec Average, Greenland, GRL
-26.983, 1956, Jan Average, Greenland, GRL
-25.074, 1956, Feb Average, Greenland, GRL
-29.253, 1956, Mar Average, Greenland, GRL
-21.398, 1956, Apr Average, Greenland, GRL
-15.767, 1956, May Average, Greenland, GRL
-7.2976, 1956, Jun Average, Greenland, GRL
-2.9567, 1956, Jul Average, Greenland, GRL
-6.1696, 1956, Aug Average, Greenland, GRL
-14.879, 1956, Sep Average, Greenland, GRL
-20.786, 1956, Oct Average, Greenland, GRL
-24.433, 1956, Nov Average, Greenland, GRL
-23.983, 1956, Dec Average, Greenland, GRL
-25.803, 1957, Jan Average, Greenland, GRL
-26.301, 1957, Feb Average, Greenland, GRL
-26.863, 1957, Mar Average, Greenland, GRL
-23.216, 1957, Apr Average, Greenland, GRL
-13.468, 1957, May Average, Greenland, GRL
-5.6401, 1957, Jun Average, Greenland, GRL
-2.3997, 1957, Jul Average, Greenland, GRL
-5.3555, 1957, Aug Average, Greenland, GRL
-12.9, 1957, Sep Average, Greenland, GRL
-18.661, 1957, Oct Average, Greenland, GRL
-23.972, 1957, Nov Average, Greenland, GRL
-28.826, 1957, Dec Average, Greenland, GRL
-22.994, 1958, Jan Average, Greenland, GRL
-26.633, 1958, Feb Average, Greenland, GRL
-26.156, 1958, Mar Average, Greenland, GRL
-22.848, 1958, Apr Average, Greenland, GRL
-12.214, 1958, May Average, Greenland, GRL
-6.0005, 1958, Jun Average, Greenland, GRL
-1.8443, 1958, Jul Average, Greenland, GRL
-5.8253, 1958, Aug Average, Greenland, GRL
-13.4, 1958, Sep Average, Greenland, GRL
-19.678, 1958, Oct Average, Greenland, GRL
-26.193, 1958, Nov Average, Greenland, GRL
-25.223, 1958, Dec Average, Greenland, GRL
-25.404, 1959, Jan Average, Greenland, GRL
-27.565, 1959, Feb Average, Greenland, GRL
-30.242, 1959, Mar Average, Greenland, GRL
-22.517, 1959, Apr Average, Greenland, GRL
-13.114, 1959, May Average, Greenland, GRL
-6.0213, 1959, Jun Average, Greenland, GRL
-3.8656, 1959, Jul Average, Greenland, GRL
-6.4404, 1959, Aug Average, Greenland, GRL
-14.012, 1959, Sep Average, Greenland, GRL
-18.897, 1959, Oct Average, Greenland, GRL
-22.602, 1959, Nov Average, Greenland, GRL
-26.191, 1959, Dec Average, Greenland, GRL
-22.745, 1960, Jan Average, Greenland, GRL
-26.035, 1960, Feb Average, Greenland, GRL
-29.479, 1960, Mar Average, Greenland, GRL
-23.114, 1960, Apr Average, Greenland, GRL
-11.748, 1960, May Average, Greenland, GRL
-5.7319, 1960, Jun Average, Greenland, GRL
-1.9953, 1960, Jul Average, Greenland, GRL
-5.076, 1960, Aug Average, Greenland, GRL
-12.511, 1960, Sep Average, Greenland, GRL
-18.165, 1960, Oct Average, Greenland, GRL
-22.896, 1960, Nov Average, Greenland, GRL
-26.443, 1960, Dec Average, Greenland, GRL
-24.828, 1961, Jan Average, Greenland, GRL
-29.277, 1961, Feb Average, Greenland, GRL
-31.884, 1961, Mar Average, Greenland, GRL
-22.365, 1961, Apr Average, Greenland, GRL
-14.44, 1961, May Average, Greenland, GRL
-6.1399, 1961, Jun Average, Greenland, GRL
-2.5088, 1961, Jul Average, Greenland, GRL
-6.7042, 1961, Aug Average, Greenland, GRL
-14.202, 1961, Sep Average, Greenland, GRL
-18.629, 1961, Oct Average, Greenland, GRL
-23.312, 1961, Nov Average, Greenland, GRL
-25.59, 1961, Dec Average, Greenland, GRL
-24.55, 1962, Jan Average, Greenland, GRL
-27.133, 1962, Feb Average, Greenland, GRL
-26.146, 1962, Mar Average, Greenland, GRL
-21.366, 1962, Apr Average, Greenland, GRL
-13.074, 1962, May Average, Greenland, GRL
-6.141, 1962, Jun Average, Greenland, GRL
-2.1038, 1962, Jul Average, Greenland, GRL
-5.8899, 1962, Aug Average, Greenland, GRL
-13.707, 1962, Sep Average, Greenland, GRL
-20.066, 1962, Oct Average, Greenland, GRL
-23.675, 1962, Nov Average, Greenland, GRL
-25.312, 1962, Dec Average, Greenland, GRL
-24.487, 1963, Jan Average, Greenland, GRL
-25.692, 1963, Feb Average, Greenland, GRL
-28.25, 1963, Mar Average, Greenland, GRL
-20.772, 1963, Apr Average, Greenland, GRL
-14.609, 1963, May Average, Greenland, GRL
-7.5136, 1963, Jun Average, Greenland, GRL
-3.8671, 1963, Jul Average, Greenland, GRL
-5.6222, 1963, Aug Average, Greenland, GRL
-14.678, 1963, Sep Average, Greenland, GRL
-19.378, 1963, Oct Average, Greenland, GRL
-24.973, 1963, Nov Average, Greenland, GRL
-25.096, 1963, Dec Average, Greenland, GRL
-24.721, 1964, Jan Average, Greenland, GRL
-25.025, 1964, Feb Average, Greenland, GRL
-28.432, 1964, Mar Average, Greenland, GRL
-22.748, 1964, Apr Average, Greenland, GRL
-14.645, 1964, May Average, Greenland, GRL
-6.4764, 1964, Jun Average, Greenland, GRL
-4.1796, 1964, Jul Average, Greenland, GRL
-5.5969, 1964, Aug Average, Greenland, GRL
-13.953, 1964, Sep Average, Greenland, GRL
-20.173, 1964, Oct Average, Greenland, GRL
-25.857, 1964, Nov Average, Greenland, GRL
-25.477, 1964, Dec Average, Greenland, GRL
-25.921, 1965, Jan Average, Greenland, GRL
-22.624, 1965, Feb Average, Greenland, GRL
-28.225, 1965, Mar Average, Greenland, GRL
-22.06, 1965, Apr Average, Greenland, GRL
-11.253, 1965, May Average, Greenland, GRL
-7.2029, 1965, Jun Average, Greenland, GRL
-3.2235, 1965, Jul Average, Greenland, GRL
-6.2046, 1965, Aug Average, Greenland, GRL
-13.973, 1965, Sep Average, Greenland, GRL
-19.443, 1965, Oct Average, Greenland, GRL
-21.947, 1965, Nov Average, Greenland, GRL
-27.446, 1965, Dec Average, Greenland, GRL
-28.079, 1966, Jan Average, Greenland, GRL
-26.288, 1966, Feb Average, Greenland, GRL
-32.042, 1966, Mar Average, Greenland, GRL
-23.341, 1966, Apr Average, Greenland, GRL
-13.405, 1966, May Average, Greenland, GRL
-6.0529, 1966, Jun Average, Greenland, GRL
-3.0684, 1966, Jul Average, Greenland, GRL
-4.489, 1966, Aug Average, Greenland, GRL
-13.083, 1966, Sep Average, Greenland, GRL
-21.098, 1966, Oct Average, Greenland, GRL
-25.985, 1966, Nov Average, Greenland, GRL
-26.862, 1966, Dec Average, Greenland, GRL
-25.324, 1967, Jan Average, Greenland, GRL
-28.974, 1967, Feb Average, Greenland, GRL
-30.625, 1967, Mar Average, Greenland, GRL
-22.318, 1967, Apr Average, Greenland, GRL
-10.547, 1967, May Average, Greenland, GRL
-6.7314, 1967, Jun Average, Greenland, GRL
-2.8926, 1967, Jul Average, Greenland, GRL
-6.0992, 1967, Aug Average, Greenland, GRL
-13.243, 1967, Sep Average, Greenland, GRL
-20.409, 1967, Oct Average, Greenland, GRL
-26.814, 1967, Nov Average, Greenland, GRL
-25.973, 1967, Dec Average, Greenland, GRL
-27.813, 1968, Jan Average, Greenland, GRL
-29.232, 1968, Feb Average, Greenland, GRL
-31.458, 1968, Mar Average, Greenland, GRL
-22.441, 1968, Apr Average, Greenland, GRL
-12.637, 1968, May Average, Greenland, GRL
-5.8908, 1968, Jun Average, Greenland, GRL
-3.3209, 1968, Jul Average, Greenland, GRL
-6.3044, 1968, Aug Average, Greenland, GRL
-13.578, 1968, Sep Average, Greenland, GRL
-20.164, 1968, Oct Average, Greenland, GRL
-25.505, 1968, Nov Average, Greenland, GRL
-26.656, 1968, Dec Average, Greenland, GRL
-24.587, 1969, Jan Average, Greenland, GRL
-26.389, 1969, Feb Average, Greenland, GRL
-31.165, 1969, Mar Average, Greenland, GRL
-24.267, 1969, Apr Average, Greenland, GRL
-12.335, 1969, May Average, Greenland, GRL
-6.8176, 1969, Jun Average, Greenland, GRL
-3.4243, 1969, Jul Average, Greenland, GRL
-4.8596, 1969, Aug Average, Greenland, GRL
-13.831, 1969, Sep Average, Greenland, GRL
-19.513, 1969, Oct Average, Greenland, GRL
-24.833, 1969, Nov Average, Greenland, GRL
-26.039, 1969, Dec Average, Greenland, GRL
-25.984, 1970, Jan Average, Greenland, GRL
-28.581, 1970, Feb Average, Greenland, GRL
-28.252, 1970, Mar Average, Greenland, GRL
-23.662, 1970, Apr Average, Greenland, GRL
-14.087, 1970, May Average, Greenland, GRL
-7.19, 1970, Jun Average, Greenland, GRL
-4.0168, 1970, Jul Average, Greenland, GRL
-6.7851, 1970, Aug Average, Greenland, GRL
-12.603, 1970, Sep Average, Greenland, GRL
-18.214, 1970, Oct Average, Greenland, GRL
-24.623, 1970, Nov Average, Greenland, GRL
-26.314, 1970, Dec Average, Greenland, GRL
-27.971, 1971, Jan Average, Greenland, GRL
-27.544, 1971, Feb Average, Greenland, GRL
-29.23, 1971, Mar Average, Greenland, GRL
-22.159, 1971, Apr Average, Greenland, GRL
-13.297, 1971, May Average, Greenland, GRL
-5.5046, 1971, Jun Average, Greenland, GRL
-2.7262, 1971, Jul Average, Greenland, GRL
-6.2277, 1971, Aug Average, Greenland, GRL
-13.682, 1971, Sep Average, Greenland, GRL
-21.048, 1971, Oct Average, Greenland, GRL
-27.281, 1971, Nov Average, Greenland, GRL
-29.79, 1971, Dec Average, Greenland, GRL
-24.026, 1972, Jan Average, Greenland, GRL
-28.635, 1972, Feb Average, Greenland, GRL
-28.697, 1972, Mar Average, Greenland, GRL
-24.26, 1972, Apr Average, Greenland, GRL
-13.35, 1972, May Average, Greenland, GRL
-7.592, 1972, Jun Average, Greenland, GRL
-4.4345, 1972, Jul Average, Greenland, GRL
-6.3976, 1972, Aug Average, Greenland, GRL
-12.854, 1972, Sep Average, Greenland, GRL
-18.698, 1972, Oct Average, Greenland, GRL
-24.011, 1972, Nov Average, Greenland, GRL
-28.091, 1972, Dec Average, Greenland, GRL
-22.51, 1973, Jan Average, Greenland, GRL
-31.201, 1973, Feb Average, Greenland, GRL
-30.494, 1973, Mar Average, Greenland, GRL
-22.789, 1973, Apr Average, Greenland, GRL
-14.328, 1973, May Average, Greenland, GRL
-6.6273, 1973, Jun Average, Greenland, GRL
-3.7328, 1973, Jul Average, Greenland, GRL
-5.6612, 1973, Aug Average, Greenland, GRL
-13.734, 1973, Sep Average, Greenland, GRL
-19.405, 1973, Oct Average, Greenland, GRL
-25.551, 1973, Nov Average, Greenland, GRL
-26.588, 1973, Dec Average, Greenland, GRL
-24.069, 1974, Jan Average, Greenland, GRL
-27.065, 1974, Feb Average, Greenland, GRL
-27.673, 1974, Mar Average, Greenland, GRL
-21.88, 1974, Apr Average, Greenland, GRL
-13.145, 1974, May Average, Greenland, GRL
-6.8901, 1974, Jun Average, Greenland, GRL
-2.9935, 1974, Jul Average, Greenland, GRL
-5.332, 1974, Aug Average, Greenland, GRL
-14.2, 1974, Sep Average, Greenland, GRL
-18.895, 1974, Oct Average, Greenland, GRL
-24.069, 1974, Nov Average, Greenland, GRL
-29.729, 1974, Dec Average, Greenland, GRL
-30.006, 1975, Jan Average, Greenland, GRL
-26.539, 1975, Feb Average, Greenland, GRL
-30.8, 1975, Mar Average, Greenland, GRL
-22.388, 1975, Apr Average, Greenland, GRL
-13.795, 1975, May Average, Greenland, GRL
-6.7391, 1975, Jun Average, Greenland, GRL
-3.1552, 1975, Jul Average, Greenland, GRL
-5.5087, 1975, Aug Average, Greenland, GRL
-14.443, 1975, Sep Average, Greenland, GRL
-19.761, 1975, Oct Average, Greenland, GRL
-25.725, 1975, Nov Average, Greenland, GRL
-28.318, 1975, Dec Average, Greenland, GRL
-26.075, 1976, Jan Average, Greenland, GRL
-26.142, 1976, Feb Average, Greenland, GRL
-26.95, 1976, Mar Average, Greenland, GRL
-23.25, 1976, Apr Average, Greenland, GRL
-14.035, 1976, May Average, Greenland, GRL
-6.7625, 1976, Jun Average, Greenland, GRL
-3.3176, 1976, Jul Average, Greenland, GRL
-6.5293, 1976, Aug Average, Greenland, GRL
-11.929, 1976, Sep Average, Greenland, GRL
-19.712, 1976, Oct Average, Greenland, GRL
-25.262, 1976, Nov Average, Greenland, GRL
-24.265, 1976, Dec Average, Greenland, GRL
-22.442, 1977, Jan Average, Greenland, GRL
-27.873, 1977, Feb Average, Greenland, GRL
-30.015, 1977, Mar Average, Greenland, GRL
-22.078, 1977, Apr Average, Greenland, GRL
-12.73, 1977, May Average, Greenland, GRL
-6.7422, 1977, Jun Average, Greenland, GRL
-3.1164, 1977, Jul Average, Greenland, GRL
-5.5788, 1977, Aug Average, Greenland, GRL
-13.979, 1977, Sep Average, Greenland, GRL
-19.66, 1977, Oct Average, Greenland, GRL
-25.046, 1977, Nov Average, Greenland, GRL
-26.919, 1977, Dec Average, Greenland, GRL
-28.091, 1978, Jan Average, Greenland, GRL
-26.383, 1978, Feb Average, Greenland, GRL
-30.375, 1978, Mar Average, Greenland, GRL
-21.452, 1978, Apr Average, Greenland, GRL
-12.776, 1978, May Average, Greenland, GRL
-7.5234, 1978, Jun Average, Greenland, GRL
-2.6619, 1978, Jul Average, Greenland, GRL
-5.1789, 1978, Aug Average, Greenland, GRL
-13.725, 1978, Sep Average, Greenland, GRL
-21.324, 1978, Oct Average, Greenland, GRL
-27.935, 1978, Nov Average, Greenland, GRL
-21.311, 1978, Dec Average, Greenland, GRL
-24.773, 1979, Jan Average, Greenland, GRL
-29.7, 1979, Feb Average, Greenland, GRL
-27.459, 1979, Mar Average, Greenland, GRL
-21.744, 1979, Apr Average, Greenland, GRL
-14.078, 1979, May Average, Greenland, GRL
-7.6027, 1979, Jun Average, Greenland, GRL
-3.4106, 1979, Jul Average, Greenland, GRL
-6.2536, 1979, Aug Average, Greenland, GRL
-13.624, 1979, Sep Average, Greenland, GRL
-20.019, 1979, Oct Average, Greenland, GRL
-25.572, 1979, Nov Average, Greenland, GRL
-26.742, 1979, Dec Average, Greenland, GRL
-22.628, 1980, Jan Average, Greenland, GRL
-24.655, 1980, Feb Average, Greenland, GRL
-25.465, 1980, Mar Average, Greenland, GRL
-22.795, 1980, Apr Average, Greenland, GRL
-12.547, 1980, May Average, Greenland, GRL
-6.966, 1980, Jun Average, Greenland, GRL
-3.4454, 1980, Jul Average, Greenland, GRL
-4.8843, 1980, Aug Average, Greenland, GRL
-13.208, 1980, Sep Average, Greenland, GRL
-18.577, 1980, Oct Average, Greenland, GRL
-25.991, 1980, Nov Average, Greenland, GRL
-27.992, 1980, Dec Average, Greenland, GRL
-25.426, 1981, Jan Average, Greenland, GRL
-27.572, 1981, Feb Average, Greenland, GRL
-29.018, 1981, Mar Average, Greenland, GRL
-21.767, 1981, Apr Average, Greenland, GRL
-13.337, 1981, May Average, Greenland, GRL
-5.7785, 1981, Jun Average, Greenland, GRL
-3.1548, 1981, Jul Average, Greenland, GRL
-5.6072, 1981, Aug Average, Greenland, GRL
-12.415, 1981, Sep Average, Greenland, GRL
-18.488, 1981, Oct Average, Greenland, GRL
-23.48, 1981, Nov Average, Greenland, GRL
-24.434, 1981, Dec Average, Greenland, GRL
-24.778, 1982, Jan Average, Greenland, GRL
-28.563, 1982, Feb Average, Greenland, GRL
-28.059, 1982, Mar Average, Greenland, GRL
-23.535, 1982, Apr Average, Greenland, GRL
-14.552, 1982, May Average, Greenland, GRL
-6.4468, 1982, Jun Average, Greenland, GRL
-3.2773, 1982, Jul Average, Greenland, GRL
-6.4049, 1982, Aug Average, Greenland, GRL
-14.963, 1982, Sep Average, Greenland, GRL
-19.648, 1982, Oct Average, Greenland, GRL
-25.168, 1982, Nov Average, Greenland, GRL
-28.794, 1982, Dec Average, Greenland, GRL
-27.254, 1983, Jan Average, Greenland, GRL
-29.002, 1983, Feb Average, Greenland, GRL
-30.52, 1983, Mar Average, Greenland, GRL
-24.395, 1983, Apr Average, Greenland, GRL
-14.338, 1983, May Average, Greenland, GRL
-6.7845, 1983, Jun Average, Greenland, GRL
-4.0913, 1983, Jul Average, Greenland, GRL
-6.9744, 1983, Aug Average, Greenland, GRL
-13.31, 1983, Sep Average, Greenland, GRL
-21.63, 1983, Oct Average, Greenland, GRL
-26.245, 1983, Nov Average, Greenland, GRL
-27.437, 1983, Dec Average, Greenland, GRL
-27.975, 1984, Jan Average, Greenland, GRL
-30.08, 1984, Feb Average, Greenland, GRL
-30.18, 1984, Mar Average, Greenland, GRL
-23.705, 1984, Apr Average, Greenland, GRL
-13.909, 1984, May Average, Greenland, GRL
-6.6158, 1984, Jun Average, Greenland, GRL
-2.4671, 1984, Jul Average, Greenland, GRL
-6.4591, 1984, Aug Average, Greenland, GRL
-13.517, 1984, Sep Average, Greenland, GRL
-19.878, 1984, Oct Average, Greenland, GRL
-24.294, 1984, Nov Average, Greenland, GRL
-25.313, 1984, Dec Average, Greenland, GRL
-22.168, 1985, Jan Average, Greenland, GRL
-27.239, 1985, Feb Average, Greenland, GRL
-28.673, 1985, Mar Average, Greenland, GRL
-23.593, 1985, Apr Average, Greenland, GRL
-12.995, 1985, May Average, Greenland, GRL
-5.5967, 1985, Jun Average, Greenland, GRL
-3.1058, 1985, Jul Average, Greenland, GRL
-6.1846, 1985, Aug Average, Greenland, GRL
-12.271, 1985, Sep Average, Greenland, GRL
-20.297, 1985, Oct Average, Greenland, GRL
-25.187, 1985, Nov Average, Greenland, GRL
-25.554, 1985, Dec Average, Greenland, GRL
-26.449, 1986, Jan Average, Greenland, GRL
-22.24, 1986, Feb Average, Greenland, GRL
-30.261, 1986, Mar Average, Greenland, GRL
-22.464, 1986, Apr Average, Greenland, GRL
-13.131, 1986, May Average, Greenland, GRL
-6.9935, 1986, Jun Average, Greenland, GRL
-3.8805, 1986, Jul Average, Greenland, GRL
-5.5438, 1986, Aug Average, Greenland, GRL
-13.138, 1986, Sep Average, Greenland, GRL
-21.395, 1986, Oct Average, Greenland, GRL
-26.65, 1986, Nov Average, Greenland, GRL
-25.731, 1986, Dec Average, Greenland, GRL
-23.002, 1987, Jan Average, Greenland, GRL
-29.653, 1987, Feb Average, Greenland, GRL
-29.568, 1987, Mar Average, Greenland, GRL
-23.274, 1987, Apr Average, Greenland, GRL
-14.228, 1987, May Average, Greenland, GRL
-6.0534, 1987, Jun Average, Greenland, GRL
-3.368, 1987, Jul Average, Greenland, GRL
-4.8424, 1987, Aug Average, Greenland, GRL
-12.85, 1987, Sep Average, Greenland, GRL
-20.471, 1987, Oct Average, Greenland, GRL
-25.419, 1987, Nov Average, Greenland, GRL
-27.436, 1987, Dec Average, Greenland, GRL
-27.532, 1988, Jan Average, Greenland, GRL
-24.501, 1988, Feb Average, Greenland, GRL
-28.568, 1988, Mar Average, Greenland, GRL
-21.446, 1988, Apr Average, Greenland, GRL
-12.218, 1988, May Average, Greenland, GRL
-6.2417, 1988, Jun Average, Greenland, GRL
-2.7995, 1988, Jul Average, Greenland, GRL
-5.6031, 1988, Aug Average, Greenland, GRL
-12.778, 1988, Sep Average, Greenland, GRL
-18.12, 1988, Oct Average, Greenland, GRL
-24.34, 1988, Nov Average, Greenland, GRL
-27.246, 1988, Dec Average, Greenland, GRL
-28.632, 1989, Jan Average, Greenland, GRL
-29.594, 1989, Feb Average, Greenland, GRL
-31.724, 1989, Mar Average, Greenland, GRL
-22.378, 1989, Apr Average, Greenland, GRL
-14.694, 1989, May Average, Greenland, GRL
-6.1694, 1989, Jun Average, Greenland, GRL
-2.9983, 1989, Jul Average, Greenland, GRL
-6.3251, 1989, Aug Average, Greenland, GRL
-13.717, 1989, Sep Average, Greenland, GRL
-20.956, 1989, Oct Average, Greenland, GRL
-23.488, 1989, Nov Average, Greenland, GRL
-26.45, 1989, Dec Average, Greenland, GRL
-23.756, 1990, Jan Average, Greenland, GRL
-28.02, 1990, Feb Average, Greenland, GRL
-30.149, 1990, Mar Average, Greenland, GRL
-22.183, 1990, Apr Average, Greenland, GRL
-11.648, 1990, May Average, Greenland, GRL
-4.8916, 1990, Jun Average, Greenland, GRL
-2.4308, 1990, Jul Average, Greenland, GRL
-5.7234, 1990, Aug Average, Greenland, GRL
-13.021, 1990, Sep Average, Greenland, GRL
-20.773, 1990, Oct Average, Greenland, GRL
-25.128, 1990, Nov Average, Greenland, GRL
-26.737, 1990, Dec Average, Greenland, GRL
-26.265, 1991, Jan Average, Greenland, GRL
-26.94, 1991, Feb Average, Greenland, GRL
-26.702, 1991, Mar Average, Greenland, GRL
-23.108, 1991, Apr Average, Greenland, GRL
-12.999, 1991, May Average, Greenland, GRL
-5.8635, 1991, Jun Average, Greenland, GRL
-2.0892, 1991, Jul Average, Greenland, GRL
-5.146, 1991, Aug Average, Greenland, GRL
-12.378, 1991, Sep Average, Greenland, GRL
-19.113, 1991, Oct Average, Greenland, GRL
-24.217, 1991, Nov Average, Greenland, GRL
-26.606, 1991, Dec Average, Greenland, GRL
-25.579, 1992, Jan Average, Greenland, GRL
-29.905, 1992, Feb Average, Greenland, GRL
-29.041, 1992, Mar Average, Greenland, GRL
-23.521, 1992, Apr Average, Greenland, GRL
-15.161, 1992, May Average, Greenland, GRL
-7.4371, 1992, Jun Average, Greenland, GRL
-3.6166, 1992, Jul Average, Greenland, GRL
-6.85, 1992, Aug Average, Greenland, GRL
-13.343, 1992, Sep Average, Greenland, GRL
-18.851, 1992, Oct Average, Greenland, GRL
-24.209, 1992, Nov Average, Greenland, GRL
-27.022, 1992, Dec Average, Greenland, GRL
-28.502, 1993, Jan Average, Greenland, GRL
-27.564, 1993, Feb Average, Greenland, GRL
-30.859, 1993, Mar Average, Greenland, GRL
-22.106, 1993, Apr Average, Greenland, GRL
-13.622, 1993, May Average, Greenland, GRL
-6.6458, 1993, Jun Average, Greenland, GRL
-2.4996, 1993, Jul Average, Greenland, GRL
-6.4037, 1993, Aug Average, Greenland, GRL
-13.253, 1993, Sep Average, Greenland, GRL
-18.856, 1993, Oct Average, Greenland, GRL
-24.321, 1993, Nov Average, Greenland, GRL
-27.534, 1993, Dec Average, Greenland, GRL
-26.551, 1994, Jan Average, Greenland, GRL
-26.452, 1994, Feb Average, Greenland, GRL
-30.14, 1994, Mar Average, Greenland, GRL
-21.569, 1994, Apr Average, Greenland, GRL
-12.621, 1994, May Average, Greenland, GRL
-6.2261, 1994, Jun Average, Greenland, GRL
-2.8236, 1994, Jul Average, Greenland, GRL
-5.3586, 1994, Aug Average, Greenland, GRL
-12.693, 1994, Sep Average, Greenland, GRL
-19.754, 1994, Oct Average, Greenland, GRL
-24.295, 1994, Nov Average, Greenland, GRL
-27.552, 1994, Dec Average, Greenland, GRL
-27.409, 1995, Jan Average, Greenland, GRL
-28.678, 1995, Feb Average, Greenland, GRL
-30.282, 1995, Mar Average, Greenland, GRL
-18.551, 1995, Apr Average, Greenland, GRL
-12.655, 1995, May Average, Greenland, GRL
-5.4388, 1995, Jun Average, Greenland, GRL
-3.0466, 1995, Jul Average, Greenland, GRL
-5.6088, 1995, Aug Average, Greenland, GRL
-11.585, 1995, Sep Average, Greenland, GRL
-20.412, 1995, Oct Average, Greenland, GRL
-22.66, 1995, Nov Average, Greenland, GRL
-27.352, 1995, Dec Average, Greenland, GRL
-24.712, 1996, Jan Average, Greenland, GRL
-25.415, 1996, Feb Average, Greenland, GRL
-26.25, 1996, Mar Average, Greenland, GRL
-19.793, 1996, Apr Average, Greenland, GRL
-12.427, 1996, May Average, Greenland, GRL
-6.7898, 1996, Jun Average, Greenland, GRL
-3.2718, 1996, Jul Average, Greenland, GRL
-6.2506, 1996, Aug Average, Greenland, GRL
-13.335, 1996, Sep Average, Greenland, GRL
-19.879, 1996, Oct Average, Greenland, GRL
-22.067, 1996, Nov Average, Greenland, GRL
-25.427, 1996, Dec Average, Greenland, GRL
-25.555, 1997, Jan Average, Greenland, GRL
-28.02, 1997, Feb Average, Greenland, GRL
-27.425, 1997, Mar Average, Greenland, GRL
-21.181, 1997, Apr Average, Greenland, GRL
-13.246, 1997, May Average, Greenland, GRL
-5.7697, 1997, Jun Average, Greenland, GRL
-3.797, 1997, Jul Average, Greenland, GRL
