Rainfall - (MM), Year, Statistics, Country, ISO3
174.052, 1946, Nov Average, United Kingdom, GBR
122.324, 1946, Dec Average, United Kingdom, GBR
112.374, 1947, Jan Average, United Kingdom, GBR
51.7811, 1947, Feb Average, United Kingdom, GBR
156.655, 1947, Mar Average, United Kingdom, GBR
102.807, 1947, Apr Average, United Kingdom, GBR
83.9537, 1947, May Average, United Kingdom, GBR
87.1258, 1947, Jun Average, United Kingdom, GBR
89.1991, 1947, Jul Average, United Kingdom, GBR
12.9113, 1947, Aug Average, United Kingdom, GBR
95.466, 1947, Sep Average, United Kingdom, GBR
46.4593, 1947, Oct Average, United Kingdom, GBR
140.643, 1947, Nov Average, United Kingdom, GBR
93.0947, 1947, Dec Average, United Kingdom, GBR
197.098, 1948, Jan Average, United Kingdom, GBR
86.0439, 1948, Feb Average, United Kingdom, GBR
71.2084, 1948, Mar Average, United Kingdom, GBR
72.3828, 1948, Apr Average, United Kingdom, GBR
66.8089, 1948, May Average, United Kingdom, GBR
116.07, 1948, Jun Average, United Kingdom, GBR
76.6829, 1948, Jul Average, United Kingdom, GBR
143.895, 1948, Aug Average, United Kingdom, GBR
117.407, 1948, Sep Average, United Kingdom, GBR
118.974, 1948, Oct Average, United Kingdom, GBR
83.2679, 1948, Nov Average, United Kingdom, GBR
153.178, 1948, Dec Average, United Kingdom, GBR
100.6, 1949, Jan Average, United Kingdom, GBR
82.341, 1949, Feb Average, United Kingdom, GBR
67.1949, 1949, Mar Average, United Kingdom, GBR
91.1195, 1949, Apr Average, United Kingdom, GBR
70.1534, 1949, May Average, United Kingdom, GBR
30.7866, 1949, Jun Average, United Kingdom, GBR
62.7142, 1949, Jul Average, United Kingdom, GBR
93.7685, 1949, Aug Average, United Kingdom, GBR
65.5608, 1949, Sep Average, United Kingdom, GBR
172.856, 1949, Oct Average, United Kingdom, GBR
138.806, 1949, Nov Average, United Kingdom, GBR
159.769, 1949, Dec Average, United Kingdom, GBR
73.1507, 1950, Jan Average, United Kingdom, GBR
151.888, 1950, Feb Average, United Kingdom, GBR
70.9054, 1950, Mar Average, United Kingdom, GBR
97.1109, 1950, Apr Average, United Kingdom, GBR
53.1482, 1950, May Average, United Kingdom, GBR
62.5279, 1950, Jun Average, United Kingdom, GBR
118.992, 1950, Jul Average, United Kingdom, GBR
143.155, 1950, Aug Average, United Kingdom, GBR
192.434, 1950, Sep Average, United Kingdom, GBR
85.7676, 1950, Oct Average, United Kingdom, GBR
149.55, 1950, Nov Average, United Kingdom, GBR
91.3034, 1950, Dec Average, United Kingdom, GBR
131.914, 1951, Jan Average, United Kingdom, GBR
118.757, 1951, Feb Average, United Kingdom, GBR
122.864, 1951, Mar Average, United Kingdom, GBR
87.6925, 1951, Apr Average, United Kingdom, GBR
69.508, 1951, May Average, United Kingdom, GBR
45.6391, 1951, Jun Average, United Kingdom, GBR
79.1287, 1951, Jul Average, United Kingdom, GBR
142.108, 1951, Aug Average, United Kingdom, GBR
90.103, 1951, Sep Average, United Kingdom, GBR
44.393, 1951, Oct Average, United Kingdom, GBR
217.213, 1951, Nov Average, United Kingdom, GBR
154.42, 1951, Dec Average, United Kingdom, GBR
117.469, 1952, Jan Average, United Kingdom, GBR
41.8671, 1952, Feb Average, United Kingdom, GBR
89.9212, 1952, Mar Average, United Kingdom, GBR
63.0829, 1952, Apr Average, United Kingdom, GBR
69.2238, 1952, May Average, United Kingdom, GBR
76.6188, 1952, Jun Average, United Kingdom, GBR
53.4153, 1952, Jul Average, United Kingdom, GBR
120.89, 1952, Aug Average, United Kingdom, GBR
97.2509, 1952, Sep Average, United Kingdom, GBR
130.295, 1952, Oct Average, United Kingdom, GBR
100.72, 1952, Nov Average, United Kingdom, GBR
123.541, 1952, Dec Average, United Kingdom, GBR
53.2, 1953, Jan Average, United Kingdom, GBR
64.2575, 1953, Feb Average, United Kingdom, GBR
35.4252, 1953, Mar Average, United Kingdom, GBR
84.3558, 1953, Apr Average, United Kingdom, GBR
72.7606, 1953, May Average, United Kingdom, GBR
63.8009, 1953, Jun Average, United Kingdom, GBR
120.988, 1953, Jul Average, United Kingdom, GBR
101.468, 1953, Aug Average, United Kingdom, GBR
111.064, 1953, Sep Average, United Kingdom, GBR
88.2318, 1953, Oct Average, United Kingdom, GBR
128.66, 1953, Nov Average, United Kingdom, GBR
87.7839, 1953, Dec Average, United Kingdom, GBR
96.7751, 1954, Jan Average, United Kingdom, GBR
102.723, 1954, Feb Average, United Kingdom, GBR
95.2549, 1954, Mar Average, United Kingdom, GBR
31.7422, 1954, Apr Average, United Kingdom, GBR
97.9388, 1954, May Average, United Kingdom, GBR
95.3734, 1954, Jun Average, United Kingdom, GBR
95.7204, 1954, Jul Average, United Kingdom, GBR
124.954, 1954, Aug Average, United Kingdom, GBR
129.209, 1954, Sep Average, United Kingdom, GBR
190.421, 1954, Oct Average, United Kingdom, GBR
195.006, 1954, Nov Average, United Kingdom, GBR
148.547, 1954, Dec Average, United Kingdom, GBR
99.0213, 1955, Jan Average, United Kingdom, GBR
84.2118, 1955, Feb Average, United Kingdom, GBR
61.1143, 1955, Mar Average, United Kingdom, GBR
49.9264, 1955, Apr Average, United Kingdom, GBR
98.4016, 1955, May Average, United Kingdom, GBR
83.7543, 1955, Jun Average, United Kingdom, GBR
31.869, 1955, Jul Average, United Kingdom, GBR
35.4438, 1955, Aug Average, United Kingdom, GBR
87.9464, 1955, Sep Average, United Kingdom, GBR
105.077, 1955, Oct Average, United Kingdom, GBR
67.9666, 1955, Nov Average, United Kingdom, GBR
167.415, 1955, Dec Average, United Kingdom, GBR
134.052, 1956, Jan Average, United Kingdom, GBR
47.3923, 1956, Feb Average, United Kingdom, GBR
48.8128, 1956, Mar Average, United Kingdom, GBR
51.244, 1956, Apr Average, United Kingdom, GBR
45.015, 1956, May Average, United Kingdom, GBR
79.3362, 1956, Jun Average, United Kingdom, GBR
122.24, 1956, Jul Average, United Kingdom, GBR
166.762, 1956, Aug Average, United Kingdom, GBR
115.436, 1956, Sep Average, United Kingdom, GBR
86.6228, 1956, Oct Average, United Kingdom, GBR
58.3855, 1956, Nov Average, United Kingdom, GBR
151.502, 1956, Dec Average, United Kingdom, GBR
127.182, 1957, Jan Average, United Kingdom, GBR
106.662, 1957, Feb Average, United Kingdom, GBR
104.051, 1957, Mar Average, United Kingdom, GBR
29.7831, 1957, Apr Average, United Kingdom, GBR
54.2016, 1957, May Average, United Kingdom, GBR
59.4232, 1957, Jun Average, United Kingdom, GBR
125.014, 1957, Jul Average, United Kingdom, GBR
129.538, 1957, Aug Average, United Kingdom, GBR
129.017, 1957, Sep Average, United Kingdom, GBR
105.941, 1957, Oct Average, United Kingdom, GBR
73.5605, 1957, Nov Average, United Kingdom, GBR
125.403, 1957, Dec Average, United Kingdom, GBR
130.076, 1958, Jan Average, United Kingdom, GBR
131.026, 1958, Feb Average, United Kingdom, GBR
62.9809, 1958, Mar Average, United Kingdom, GBR
44.8986, 1958, Apr Average, United Kingdom, GBR
96.8985, 1958, May Average, United Kingdom, GBR
104.196, 1958, Jun Average, United Kingdom, GBR
119.18, 1958, Jul Average, United Kingdom, GBR
118.011, 1958, Aug Average, United Kingdom, GBR
126.187, 1958, Sep Average, United Kingdom, GBR
104.307, 1958, Oct Average, United Kingdom, GBR
59.958, 1958, Nov Average, United Kingdom, GBR
135.376, 1958, Dec Average, United Kingdom, GBR
107.677, 1959, Jan Average, United Kingdom, GBR
29.392, 1959, Feb Average, United Kingdom, GBR
78.8286, 1959, Mar Average, United Kingdom, GBR
95.0206, 1959, Apr Average, United Kingdom, GBR
34.8356, 1959, May Average, United Kingdom, GBR
66.8979, 1959, Jun Average, United Kingdom, GBR
95.879, 1959, Jul Average, United Kingdom, GBR
44.4488, 1959, Aug Average, United Kingdom, GBR
27.853, 1959, Sep Average, United Kingdom, GBR
135.802, 1959, Oct Average, United Kingdom, GBR
158.221, 1959, Nov Average, United Kingdom, GBR
190.425, 1959, Dec Average, United Kingdom, GBR
146.947, 1960, Jan Average, United Kingdom, GBR
101.781, 1960, Feb Average, United Kingdom, GBR
58.1167, 1960, Mar Average, United Kingdom, GBR
73.3299, 1960, Apr Average, United Kingdom, GBR
51.1767, 1960, May Average, United Kingdom, GBR
64.6237, 1960, Jun Average, United Kingdom, GBR
116.354, 1960, Jul Average, United Kingdom, GBR
126.76, 1960, Aug Average, United Kingdom, GBR
114.421, 1960, Sep Average, United Kingdom, GBR
160.228, 1960, Oct Average, United Kingdom, GBR
165.267, 1960, Nov Average, United Kingdom, GBR
138.357, 1960, Dec Average, United Kingdom, GBR
136.042, 1961, Jan Average, United Kingdom, GBR
105.407, 1961, Feb Average, United Kingdom, GBR
45.5581, 1961, Mar Average, United Kingdom, GBR
105.859, 1961, Apr Average, United Kingdom, GBR
48.1655, 1961, May Average, United Kingdom, GBR
52.8224, 1961, Jun Average, United Kingdom, GBR
88.2827, 1961, Jul Average, United Kingdom, GBR
116.185, 1961, Aug Average, United Kingdom, GBR
114.219, 1961, Sep Average, United Kingdom, GBR
156.251, 1961, Oct Average, United Kingdom, GBR
88.4332, 1961, Nov Average, United Kingdom, GBR
120.362, 1961, Dec Average, United Kingdom, GBR
164.715, 1962, Jan Average, United Kingdom, GBR
73.7705, 1962, Feb Average, United Kingdom, GBR
56.3643, 1962, Mar Average, United Kingdom, GBR
73.394, 1962, Apr Average, United Kingdom, GBR
76.0017, 1962, May Average, United Kingdom, GBR
42.5975, 1962, Jun Average, United Kingdom, GBR
68.2712, 1962, Jul Average, United Kingdom, GBR
145.152, 1962, Aug Average, United Kingdom, GBR
135.528, 1962, Sep Average, United Kingdom, GBR
54.9679, 1962, Oct Average, United Kingdom, GBR
87.5168, 1962, Nov Average, United Kingdom, GBR
114.677, 1962, Dec Average, United Kingdom, GBR
37.6233, 1963, Jan Average, United Kingdom, GBR
36.0257, 1963, Feb Average, United Kingdom, GBR
127.261, 1963, Mar Average, United Kingdom, GBR
83.5302, 1963, Apr Average, United Kingdom, GBR
76.203, 1963, May Average, United Kingdom, GBR
92.0493, 1963, Jun Average, United Kingdom, GBR
64.916, 1963, Jul Average, United Kingdom, GBR
124.696, 1963, Aug Average, United Kingdom, GBR
95.5207, 1963, Sep Average, United Kingdom, GBR
98.5694, 1963, Oct Average, United Kingdom, GBR
194.505, 1963, Nov Average, United Kingdom, GBR
39.7462, 1963, Dec Average, United Kingdom, GBR
47.8974, 1964, Jan Average, United Kingdom, GBR
40.7473, 1964, Feb Average, United Kingdom, GBR
94.351, 1964, Mar Average, United Kingdom, GBR
79.7775, 1964, Apr Average, United Kingdom, GBR
76.3325, 1964, May Average, United Kingdom, GBR
82.0296, 1964, Jun Average, United Kingdom, GBR
65.2394, 1964, Jul Average, United Kingdom, GBR
97.0204, 1964, Aug Average, United Kingdom, GBR
85.1378, 1964, Sep Average, United Kingdom, GBR
88.8426, 1964, Oct Average, United Kingdom, GBR
89.0463, 1964, Nov Average, United Kingdom, GBR
140.926, 1964, Dec Average, United Kingdom, GBR
132.527, 1965, Jan Average, United Kingdom, GBR
24.5818, 1965, Feb Average, United Kingdom, GBR
84.2946, 1965, Mar Average, United Kingdom, GBR
81.7735, 1965, Apr Average, United Kingdom, GBR
73.7787, 1965, May Average, United Kingdom, GBR
89.4185, 1965, Jun Average, United Kingdom, GBR
110.66, 1965, Jul Average, United Kingdom, GBR
93.2352, 1965, Aug Average, United Kingdom, GBR
158.533, 1965, Sep Average, United Kingdom, GBR
81.7434, 1965, Oct Average, United Kingdom, GBR
115.25, 1965, Nov Average, United Kingdom, GBR
175.057, 1965, Dec Average, United Kingdom, GBR
72.5738, 1966, Jan Average, United Kingdom, GBR
137.561, 1966, Feb Average, United Kingdom, GBR
79.8251, 1966, Mar Average, United Kingdom, GBR
94.8771, 1966, Apr Average, United Kingdom, GBR
86.3434, 1966, May Average, United Kingdom, GBR
115.333, 1966, Jun Average, United Kingdom, GBR
73.869, 1966, Jul Average, United Kingdom, GBR
109.187, 1966, Aug Average, United Kingdom, GBR
81.8446, 1966, Sep Average, United Kingdom, GBR
138.48, 1966, Oct Average, United Kingdom, GBR
111.639, 1966, Nov Average, United Kingdom, GBR
171.55, 1966, Dec Average, United Kingdom, GBR
93.1534, 1967, Jan Average, United Kingdom, GBR
118.269, 1967, Feb Average, United Kingdom, GBR
111.961, 1967, Mar Average, United Kingdom, GBR
54.1437, 1967, Apr Average, United Kingdom, GBR
134.141, 1967, May Average, United Kingdom, GBR
53.1751, 1967, Jun Average, United Kingdom, GBR
83.2935, 1967, Jul Average, United Kingdom, GBR
90.0754, 1967, Aug Average, United Kingdom, GBR
126.783, 1967, Sep Average, United Kingdom, GBR
215.981, 1967, Oct Average, United Kingdom, GBR
101.36, 1967, Nov Average, United Kingdom, GBR
100.333, 1967, Dec Average, United Kingdom, GBR
113.388, 1968, Jan Average, United Kingdom, GBR
61.6042, 1968, Feb Average, United Kingdom, GBR
99.6028, 1968, Mar Average, United Kingdom, GBR
72.0934, 1968, Apr Average, United Kingdom, GBR
95.2038, 1968, May Average, United Kingdom, GBR
80.4762, 1968, Jun Average, United Kingdom, GBR
106.3, 1968, Jul Average, United Kingdom, GBR
69.2903, 1968, Aug Average, United Kingdom, GBR
148.683, 1968, Sep Average, United Kingdom, GBR
148.119, 1968, Oct Average, United Kingdom, GBR
86.1942, 1968, Nov Average, United Kingdom, GBR
89.3147, 1968, Dec Average, United Kingdom, GBR
127.889, 1969, Jan Average, United Kingdom, GBR
79.6673, 1969, Feb Average, United Kingdom, GBR
66.5826, 1969, Mar Average, United Kingdom, GBR
65.8103, 1969, Apr Average, United Kingdom, GBR
121.141, 1969, May Average, United Kingdom, GBR
68.9157, 1969, Jun Average, United Kingdom, GBR
71.5354, 1969, Jul Average, United Kingdom, GBR
80.4342, 1969, Aug Average, United Kingdom, GBR
72.9281, 1969, Sep Average, United Kingdom, GBR
61.3666, 1969, Oct Average, United Kingdom, GBR
159.63, 1969, Nov Average, United Kingdom, GBR
106.202, 1969, Dec Average, United Kingdom, GBR
118.42, 1970, Jan Average, United Kingdom, GBR
115.476, 1970, Feb Average, United Kingdom, GBR
80.5103, 1970, Mar Average, United Kingdom, GBR
95.3862, 1970, Apr Average, United Kingdom, GBR
43.1121, 1970, May Average, United Kingdom, GBR
58.3165, 1970, Jun Average, United Kingdom, GBR
101.326, 1970, Jul Average, United Kingdom, GBR
100.09, 1970, Aug Average, United Kingdom, GBR
103.976, 1970, Sep Average, United Kingdom, GBR
115.708, 1970, Oct Average, United Kingdom, GBR
193.201, 1970, Nov Average, United Kingdom, GBR
69.6895, 1970, Dec Average, United Kingdom, GBR
121.201, 1971, Jan Average, United Kingdom, GBR
64.8062, 1971, Feb Average, United Kingdom, GBR
85.9964, 1971, Mar Average, United Kingdom, GBR
61.438, 1971, Apr Average, United Kingdom, GBR
62.0055, 1971, May Average, United Kingdom, GBR
92.0885, 1971, Jun Average, United Kingdom, GBR
66.9927, 1971, Jul Average, United Kingdom, GBR
114.418, 1971, Aug Average, United Kingdom, GBR
42.4664, 1971, Sep Average, United Kingdom, GBR
109.754, 1971, Oct Average, United Kingdom, GBR
118.883, 1971, Nov Average, United Kingdom, GBR
69.6628, 1971, Dec Average, United Kingdom, GBR
126.954, 1972, Jan Average, United Kingdom, GBR
90.8114, 1972, Feb Average, United Kingdom, GBR
87.6062, 1972, Mar Average, United Kingdom, GBR
94.2209, 1972, Apr Average, United Kingdom, GBR
90.2454, 1972, May Average, United Kingdom, GBR
95.9005, 1972, Jun Average, United Kingdom, GBR
60.2373, 1972, Jul Average, United Kingdom, GBR
52.996, 1972, Aug Average, United Kingdom, GBR
37.3237, 1972, Sep Average, United Kingdom, GBR
48.3159, 1972, Oct Average, United Kingdom, GBR
133.562, 1972, Nov Average, United Kingdom, GBR
123.974, 1972, Dec Average, United Kingdom, GBR
76.8833, 1973, Jan Average, United Kingdom, GBR
72.0952, 1973, Feb Average, United Kingdom, GBR
45.5369, 1973, Mar Average, United Kingdom, GBR
74.6359, 1973, Apr Average, United Kingdom, GBR
91.7241, 1973, May Average, United Kingdom, GBR
67.9883, 1973, Jun Average, United Kingdom, GBR
96.4806, 1973, Jul Average, United Kingdom, GBR
85.5129, 1973, Aug Average, United Kingdom, GBR
92.5594, 1973, Sep Average, United Kingdom, GBR
70.6326, 1973, Oct Average, United Kingdom, GBR
102.405, 1973, Nov Average, United Kingdom, GBR
121.444, 1973, Dec Average, United Kingdom, GBR
184.179, 1974, Jan Average, United Kingdom, GBR
116.68, 1974, Feb Average, United Kingdom, GBR
62.0649, 1974, Mar Average, United Kingdom, GBR
16.1091, 1974, Apr Average, United Kingdom, GBR
55.2905, 1974, May Average, United Kingdom, GBR
68.5121, 1974, Jun Average, United Kingdom, GBR
91.3427, 1974, Jul Average, United Kingdom, GBR
97.5477, 1974, Aug Average, United Kingdom, GBR
148.433, 1974, Sep Average, United Kingdom, GBR
101.077, 1974, Oct Average, United Kingdom, GBR
150.153, 1974, Nov Average, United Kingdom, GBR
146.657, 1974, Dec Average, United Kingdom, GBR
187.912, 1975, Jan Average, United Kingdom, GBR
42.5857, 1975, Feb Average, United Kingdom, GBR
72.7886, 1975, Mar Average, United Kingdom, GBR
81.821, 1975, Apr Average, United Kingdom, GBR
45.0146, 1975, May Average, United Kingdom, GBR
37.4227, 1975, Jun Average, United Kingdom, GBR
83.1743, 1975, Jul Average, United Kingdom, GBR
67.3962, 1975, Aug Average, United Kingdom, GBR
143.038, 1975, Sep Average, United Kingdom, GBR
62.3116, 1975, Oct Average, United Kingdom, GBR
98.7305, 1975, Nov Average, United Kingdom, GBR
68.9886, 1975, Dec Average, United Kingdom, GBR
123.274, 1976, Jan Average, United Kingdom, GBR
65.0951, 1976, Feb Average, United Kingdom, GBR
86.6348, 1976, Mar Average, United Kingdom, GBR
37.4777, 1976, Apr Average, United Kingdom, GBR
90.8484, 1976, May Average, United Kingdom, GBR
39.5711, 1976, Jun Average, United Kingdom, GBR
46.4853, 1976, Jul Average, United Kingdom, GBR
25.0201, 1976, Aug Average, United Kingdom, GBR
156.644, 1976, Sep Average, United Kingdom, GBR
181.996, 1976, Oct Average, United Kingdom, GBR
105.787, 1976, Nov Average, United Kingdom, GBR
105.36, 1976, Dec Average, United Kingdom, GBR
116.172, 1977, Jan Average, United Kingdom, GBR
150.911, 1977, Feb Average, United Kingdom, GBR
104.256, 1977, Mar Average, United Kingdom, GBR
80.8542, 1977, Apr Average, United Kingdom, GBR
58.1628, 1977, May Average, United Kingdom, GBR
82.2038, 1977, Jun Average, United Kingdom, GBR
39.9854, 1977, Jul Average, United Kingdom, GBR
101.974, 1977, Aug Average, United Kingdom, GBR
83.7911, 1977, Sep Average, United Kingdom, GBR
118.755, 1977, Oct Average, United Kingdom, GBR
151.525, 1977, Nov Average, United Kingdom, GBR
98.153, 1977, Dec Average, United Kingdom, GBR
140.897, 1978, Jan Average, United Kingdom, GBR
97.1491, 1978, Feb Average, United Kingdom, GBR
123.447, 1978, Mar Average, United Kingdom, GBR
48.6311, 1978, Apr Average, United Kingdom, GBR
41.3867, 1978, May Average, United Kingdom, GBR
64.936, 1978, Jun Average, United Kingdom, GBR
87.7757, 1978, Jul Average, United Kingdom, GBR
83.6429, 1978, Aug Average, United Kingdom, GBR
110.263, 1978, Sep Average, United Kingdom, GBR
52.1773, 1978, Oct Average, United Kingdom, GBR
121.905, 1978, Nov Average, United Kingdom, GBR
174.782, 1978, Dec Average, United Kingdom, GBR
106.163, 1979, Jan Average, United Kingdom, GBR
56.1085, 1979, Feb Average, United Kingdom, GBR
149.54, 1979, Mar Average, United Kingdom, GBR
80.6535, 1979, Apr Average, United Kingdom, GBR
112.403, 1979, May Average, United Kingdom, GBR
50.4223, 1979, Jun Average, United Kingdom, GBR
56.3667, 1979, Jul Average, United Kingdom, GBR
114.189, 1979, Aug Average, United Kingdom, GBR
71.4776, 1979, Sep Average, United Kingdom, GBR
118.381, 1979, Oct Average, United Kingdom, GBR
144.104, 1979, Nov Average, United Kingdom, GBR
189.858, 1979, Dec Average, United Kingdom, GBR
106.546, 1980, Jan Average, United Kingdom, GBR
109.179, 1980, Feb Average, United Kingdom, GBR
115.175, 1980, Mar Average, United Kingdom, GBR
18.6788, 1980, Apr Average, United Kingdom, GBR
31.2569, 1980, May Average, United Kingdom, GBR
129.557, 1980, Jun Average, United Kingdom, GBR
93.3574, 1980, Jul Average, United Kingdom, GBR
111.346, 1980, Aug Average, United Kingdom, GBR
115.22, 1980, Sep Average, United Kingdom, GBR
160.318, 1980, Oct Average, United Kingdom, GBR
131.734, 1980, Nov Average, United Kingdom, GBR
135.313, 1980, Dec Average, United Kingdom, GBR
104.231, 1981, Jan Average, United Kingdom, GBR
72.303, 1981, Feb Average, United Kingdom, GBR
166.921, 1981, Mar Average, United Kingdom, GBR
49.265, 1981, Apr Average, United Kingdom, GBR
92.7932, 1981, May Average, United Kingdom, GBR
68.1517, 1981, Jun Average, United Kingdom, GBR
69.1412, 1981, Jul Average, United Kingdom, GBR
47.577, 1981, Aug Average, United Kingdom, GBR
186.111, 1981, Sep Average, United Kingdom, GBR
171.157, 1981, Oct Average, United Kingdom, GBR
130.534, 1981, Nov Average, United Kingdom, GBR
94.8611, 1981, Dec Average, United Kingdom, GBR
118.817, 1982, Jan Average, United Kingdom, GBR
76.9426, 1982, Feb Average, United Kingdom, GBR
130.951, 1982, Mar Average, United Kingdom, GBR
32.1493, 1982, Apr Average, United Kingdom, GBR
60.7191, 1982, May Average, United Kingdom, GBR
110.386, 1982, Jun Average, United Kingdom, GBR
42.5942, 1982, Jul Average, United Kingdom, GBR
115.527, 1982, Aug Average, United Kingdom, GBR
131.373, 1982, Sep Average, United Kingdom, GBR
152.439, 1982, Oct Average, United Kingdom, GBR
177.434, 1982, Nov Average, United Kingdom, GBR
153.827, 1982, Dec Average, United Kingdom, GBR
156.117, 1983, Jan Average, United Kingdom, GBR
52.8066, 1983, Feb Average, United Kingdom, GBR
108.387, 1983, Mar Average, United Kingdom, GBR
94.7355, 1983, Apr Average, United Kingdom, GBR
112.165, 1983, May Average, United Kingdom, GBR
56.0492, 1983, Jun Average, United Kingdom, GBR
38.0682, 1983, Jul Average, United Kingdom, GBR
45.2259, 1983, Aug Average, United Kingdom, GBR
134.808, 1983, Sep Average, United Kingdom, GBR
147.214, 1983, Oct Average, United Kingdom, GBR
52.5754, 1983, Nov Average, United Kingdom, GBR
167.638, 1983, Dec Average, United Kingdom, GBR
185.811, 1984, Jan Average, United Kingdom, GBR
84.1226, 1984, Feb Average, United Kingdom, GBR
83.8894, 1984, Mar Average, United Kingdom, GBR
29.5383, 1984, Apr Average, United Kingdom, GBR
47.4852, 1984, May Average, United Kingdom, GBR
53.2793, 1984, Jun Average, United Kingdom, GBR
35.2449, 1984, Jul Average, United Kingdom, GBR
59.0425, 1984, Aug Average, United Kingdom, GBR
148.873, 1984, Sep Average, United Kingdom, GBR
152.733, 1984, Oct Average, United Kingdom, GBR
198.928, 1984, Nov Average, United Kingdom, GBR
119.736, 1984, Dec Average, United Kingdom, GBR
87.5692, 1985, Jan Average, United Kingdom, GBR
37.7945, 1985, Feb Average, United Kingdom, GBR
90.6146, 1985, Mar Average, United Kingdom, GBR
88.708, 1985, Apr Average, United Kingdom, GBR
78.0321, 1985, May Average, United Kingdom, GBR
95.6027, 1985, Jun Average, United Kingdom, GBR
115.896, 1985, Jul Average, United Kingdom, GBR
156.389, 1985, Aug Average, United Kingdom, GBR
121.967, 1985, Sep Average, United Kingdom, GBR
60.1948, 1985, Oct Average, United Kingdom, GBR
111.675, 1985, Nov Average, United Kingdom, GBR
162.214, 1985, Dec Average, United Kingdom, GBR
162.306, 1986, Jan Average, United Kingdom, GBR
20.0692, 1986, Feb Average, United Kingdom, GBR
116.238, 1986, Mar Average, United Kingdom, GBR
91.3461, 1986, Apr Average, United Kingdom, GBR
121.512, 1986, May Average, United Kingdom, GBR
54.7312, 1986, Jun Average, United Kingdom, GBR
70.4414, 1986, Jul Average, United Kingdom, GBR
123.372, 1986, Aug Average, United Kingdom, GBR
34.6343, 1986, Sep Average, United Kingdom, GBR
120.407, 1986, Oct Average, United Kingdom, GBR
157.727, 1986, Nov Average, United Kingdom, GBR
207.522, 1986, Dec Average, United Kingdom, GBR
52.1505, 1987, Jan Average, United Kingdom, GBR
78.5537, 1987, Feb Average, United Kingdom, GBR
129.652, 1987, Mar Average, United Kingdom, GBR
72.9736, 1987, Apr Average, United Kingdom, GBR
58.759, 1987, May Average, United Kingdom, GBR
110.985, 1987, Jun Average, United Kingdom, GBR
93.9903, 1987, Jul Average, United Kingdom, GBR
95.9632, 1987, Aug Average, United Kingdom, GBR
95.9285, 1987, Sep Average, United Kingdom, GBR
185.152, 1987, Oct Average, United Kingdom, GBR
93.302, 1987, Nov Average, United Kingdom, GBR
93.8107, 1987, Dec Average, United Kingdom, GBR
192.701, 1988, Jan Average, United Kingdom, GBR
91.6518, 1988, Feb Average, United Kingdom, GBR
142.132, 1988, Mar Average, United Kingdom, GBR
61.8211, 1988, Apr Average, United Kingdom, GBR
62.2547, 1988, May Average, United Kingdom, GBR
40.7507, 1988, Jun Average, United Kingdom, GBR
162.762, 1988, Jul Average, United Kingdom, GBR
120.656, 1988, Aug Average, United Kingdom, GBR
97.1428, 1988, Sep Average, United Kingdom, GBR
132.709, 1988, Oct Average, United Kingdom, GBR
72.7206, 1988, Nov Average, United Kingdom, GBR
84.0757, 1988, Dec Average, United Kingdom, GBR
98.7235, 1989, Jan Average, United Kingdom, GBR
151.474, 1989, Feb Average, United Kingdom, GBR
131.872, 1989, Mar Average, United Kingdom, GBR
84.5749, 1989, Apr Average, United Kingdom, GBR
36.0955, 1989, May Average, United Kingdom, GBR
70.5296, 1989, Jun Average, United Kingdom, GBR
44.23, 1989, Jul Average, United Kingdom, GBR
108.057, 1989, Aug Average, United Kingdom, GBR
64.2576, 1989, Sep Average, United Kingdom, GBR
140.086, 1989, Oct Average, United Kingdom, GBR
62.1499, 1989, Nov Average, United Kingdom, GBR
134.288, 1989, Dec Average, United Kingdom, GBR
185.688, 1990, Jan Average, United Kingdom, GBR
214.683, 1990, Feb Average, United Kingdom, GBR
101.106, 1990, Mar Average, United Kingdom, GBR
62.7374, 1990, Apr Average, United Kingdom, GBR
40.5492, 1990, May Average, United Kingdom, GBR
102.611, 1990, Jun Average, United Kingdom, GBR
49.9425, 1990, Jul Average, United Kingdom, GBR
74.7443, 1990, Aug Average, United Kingdom, GBR
90.3141, 1990, Sep Average, United Kingdom, GBR
163.734, 1990, Oct Average, United Kingdom, GBR
87.6678, 1990, Nov Average, United Kingdom, GBR
149.02, 1990, Dec Average, United Kingdom, GBR
121.612, 1991, Jan Average, United Kingdom, GBR
82.0339, 1991, Feb Average, United Kingdom, GBR
103.928, 1991, Mar Average, United Kingdom, GBR
92.7551, 1991, Apr Average, United Kingdom, GBR
23.9334, 1991, May Average, United Kingdom, GBR
108.885, 1991, Jun Average, United Kingdom, GBR
82.6003, 1991, Jul Average, United Kingdom, GBR
43.5466, 1991, Aug Average, United Kingdom, GBR
89.5484, 1991, Sep Average, United Kingdom, GBR
113.691, 1991, Oct Average, United Kingdom, GBR
144.37, 1991, Nov Average, United Kingdom, GBR
91.4932, 1991, Dec Average, United Kingdom, GBR
95.4993, 1992, Jan Average, United Kingdom, GBR
92.4897, 1992, Feb Average, United Kingdom, GBR
139.72, 1992, Mar Average, United Kingdom, GBR
91.8419, 1992, Apr Average, United Kingdom, GBR
62.5913, 1992, May Average, United Kingdom, GBR
44.8855, 1992, Jun Average, United Kingdom, GBR
88.4118, 1992, Jul Average, United Kingdom, GBR
167.52, 1992, Aug Average, United Kingdom, GBR
133.174, 1992, Sep Average, United Kingdom, GBR
